"","GEOID","Time.Period","County","Claims","Events","Comutting.Zone","Shoreline","cz"
"5639","48201511600","2010_2014","48201",0,0,"Houston",1,"32000"
"5640","48201511600","2015_2019","48201",80,1,"Houston",1,"32000"
"5641","48201520100","2010_2014","48201",1,0,"Houston",1,"32000"
"5642","48201520100","2015_2019","48201",23,0,"Houston",1,"32000"
"5643","48201520200","2010_2014","48201",0,0,"Houston",1,"32000"
"5644","48201520200","2015_2019","48201",10,0,"Houston",1,"32000"
"5645","48201530300","2010_2014","48201",0,0,"Houston",1,"32000"
"5646","48201530300","2015_2019","48201",87,2,"Houston",1,"32000"
"5647","48201530400","2010_2014","48201",1,0,"Houston",1,"32000"
"5648","48201530400","2015_2019","48201",143,3,"Houston",1,"32000"
"5649","48201530500","2010_2014","48201",4,0,"Houston",1,"32000"
"5650","48201530500","2015_2019","48201",394,3,"Houston",1,"32000"
"5651","48201521000","2010_2014","48201",0,0,"Houston",1,"32000"
"5652","48201521000","2015_2019","48201",17,0,"Houston",1,"32000"
"5653","48201521100","2010_2014","48201",0,0,"Houston",1,"32000"
"5654","48201521100","2015_2019","48201",3,0,"Houston",1,"32000"
"5655","48201521200","2010_2014","48201",1,0,"Houston",1,"32000"
"5656","48201521200","2015_2019","48201",24,0,"Houston",1,"32000"
"5657","48201521300","2010_2014","48201",0,0,"Houston",1,"32000"
"5658","48201521300","2015_2019","48201",76,2,"Houston",1,"32000"
"5659","48201521400","2010_2014","48201",4,0,"Houston",1,"32000"
"5660","48201521400","2015_2019","48201",338,4,"Houston",1,"32000"
"5661","48201521500","2010_2014","48201",0,0,"Houston",1,"32000"
"5662","48201521500","2015_2019","48201",97,1,"Houston",1,"32000"
"5663","48201521600","2010_2014","48201",1,0,"Houston",1,"32000"
"5664","48201521600","2015_2019","48201",11,0,"Houston",1,"32000"
"5665","48201521800","2010_2014","48201",0,0,"Houston",1,"32000"
"5666","48201521800","2015_2019","48201",15,0,"Houston",1,"32000"
"5667","48201521900","2010_2014","48201",3,0,"Houston",1,"32000"
"5668","48201521900","2015_2019","48201",32,0,"Houston",1,"32000"
"5669","48201221300","2010_2014","48201",4,0,"Houston",1,"32000"
"5670","48201221300","2015_2019","48201",74,1,"Houston",1,"32000"
"5671","48201221400","2010_2014","48201",1,0,"Houston",1,"32000"
"5672","48201221400","2015_2019","48201",93,2,"Houston",1,"32000"
"5673","48201222100","2010_2014","48201",4,0,"Houston",1,"32000"
"5674","48201222100","2015_2019","48201",177,2,"Houston",1,"32000"
"5675","48201222200","2010_2014","48201",0,0,"Houston",1,"32000"
"5676","48201222200","2015_2019","48201",68,1,"Houston",1,"32000"
"5677","48201231700","2010_2014","48201",10,0,"Houston",1,"32000"
"5678","48201231700","2015_2019","48201",86,2,"Houston",1,"32000"
"5679","48201232100","2010_2014","48201",0,0,"Houston",1,"32000"
"5680","48201232100","2015_2019","48201",61,1,"Houston",1,"32000"
"5681","48201240400","2010_2014","48201",1,0,"Houston",1,"32000"
"5682","48201240400","2015_2019","48201",278,2,"Houston",1,"32000"
"5683","48201222800","2010_2014","48201",30,0,"Houston",1,"32000"
"5684","48201222800","2015_2019","48201",168,2,"Houston",1,"32000"
"5685","48201250500","2010_2014","48201",0,0,"Houston",1,"32000"
"5686","48201250500","2015_2019","48201",41,0,"Houston",1,"32000"
"5687","48201221200","2010_2014","48201",9,0,"Houston",1,"32000"
"5688","48201221200","2015_2019","48201",72,1,"Houston",1,"32000"
"5689","48201522000","2010_2014","48201",0,0,"Houston",1,"32000"
"5690","48201522000","2015_2019","48201",26,0,"Houston",1,"32000"
"5691","48201522100","2010_2014","48201",8,0,"Houston",1,"32000"
"5692","48201522100","2015_2019","48201",189,2,"Houston",1,"32000"
"5693","48201532300","2010_2014","48201",0,0,"Houston",1,"32000"
"5694","48201532300","2015_2019","48201",35,0,"Houston",1,"32000"
"5695","48201540200","2010_2014","48201",0,0,"Houston",1,"32000"
"5696","48201540200","2015_2019","48201",19,0,"Houston",1,"32000"
"5697","48201540700","2010_2014","48201",0,0,"Houston",1,"32000"
"5698","48201540700","2015_2019","48201",307,1,"Houston",1,"32000"
"5699","48201521700","2010_2014","48201",0,0,"Houston",1,"32000"
"5700","48201521700","2015_2019","48201",36,0,"Houston",1,"32000"
"5701","48201540100","2010_2014","48201",1,0,"Houston",1,"32000"
"5702","48201540100","2015_2019","48201",278,2,"Houston",1,"32000"
"5703","48201540800","2010_2014","48201",0,0,"Houston",1,"32000"
"5704","48201540800","2015_2019","48201",24,0,"Houston",1,"32000"
"5705","48201551800","2010_2014","48201",8,0,"Houston",1,"32000"
"5706","48201551800","2015_2019","48201",259,1,"Houston",1,"32000"
"5707","48201221500","2010_2014","48201",1,0,"Houston",1,"32000"
"5708","48201221500","2015_2019","48201",41,0,"Houston",1,"32000"
"5709","48201221600","2010_2014","48201",20,0,"Houston",1,"32000"
"5710","48201221600","2015_2019","48201",784,4,"Houston",1,"32000"
"5711","48201221700","2010_2014","48201",9,0,"Houston",1,"32000"
"5712","48201221700","2015_2019","48201",621,3,"Houston",1,"32000"
"5713","48201221900","2010_2014","48201",0,0,"Houston",1,"32000"
"5714","48201221900","2015_2019","48201",141,2,"Houston",1,"32000"
"5715","48201222300","2010_2014","48201",0,0,"Houston",1,"32000"
"5716","48201222300","2015_2019","48201",58,1,"Houston",1,"32000"
"5717","48201222600","2010_2014","48201",0,0,"Houston",1,"32000"
"5718","48201222600","2015_2019","48201",14,0,"Houston",1,"32000"
"5719","48201551900","2010_2014","48201",0,0,"Houston",1,"32000"
"5720","48201551900","2015_2019","48201",1,0,"Houston",1,"32000"
"5721","48201541100","2010_2014","48201",1,0,"Houston",1,"32000"
"5722","48201541100","2015_2019","48201",19,0,"Houston",1,"32000"
"5723","48201552200","2010_2014","48201",3,0,"Houston",1,"32000"
"5724","48201552200","2015_2019","48201",150,2,"Houston",1,"32000"
"5725","48201532200","2010_2014","48201",0,0,"Houston",1,"32000"
"5726","48201532200","2015_2019","48201",4,0,"Houston",1,"32000"
"5727","48201532400","2010_2014","48201",6,0,"Houston",1,"32000"
"5728","48201532400","2015_2019","48201",581,2,"Houston",1,"32000"
"5729","48201532600","2010_2014","48201",0,0,"Houston",1,"32000"
"5730","48201532600","2015_2019","48201",11,0,"Houston",1,"32000"
"5731","48201532700","2010_2014","48201",2,0,"Houston",1,"32000"
"5732","48201532700","2015_2019","48201",576,2,"Houston",1,"32000"
"5733","48201222700","2010_2014","48201",2,0,"Houston",1,"32000"
"5734","48201222700","2015_2019","48201",73,1,"Houston",1,"32000"
"5735","48201222900","2010_2014","48201",10,0,"Houston",1,"32000"
"5736","48201222900","2015_2019","48201",635,2,"Houston",1,"32000"
"5737","48201223100","2010_2014","48201",1,0,"Houston",1,"32000"
"5738","48201223100","2015_2019","48201",71,1,"Houston",1,"32000"
"5739","48201554401","2010_2014","48201",20,0,"Houston",1,"32000"
"5740","48201554401","2015_2019","48201",478,2,"Houston",1,"32000"
"5741","48201554402","2010_2014","48201",7,0,"Houston",1,"32000"
"5742","48201554402","2015_2019","48201",173,2,"Houston",1,"32000"
"5743","48201554403","2010_2014","48201",1,0,"Houston",1,"32000"
"5744","48201554403","2015_2019","48201",28,0,"Houston",1,"32000"
"5745","48201541202","2010_2014","48201",3,0,"Houston",1,"32000"
"5746","48201541202","2015_2019","48201",19,0,"Houston",1,"32000"
"5747","48201541201","2010_2014","48201",1,0,"Houston",1,"32000"
"5748","48201541201","2015_2019","48201",10,0,"Houston",1,"32000"
"5749","48201541002","2010_2014","48201",0,0,"Houston",1,"32000"
"5750","48201541002","2015_2019","48201",18,0,"Houston",1,"32000"
"5751","48201541003","2010_2014","48201",2,0,"Houston",1,"32000"
"5752","48201541003","2015_2019","48201",75,1,"Houston",1,"32000"
"5753","48201543002","2010_2014","48201",9,0,"Houston",1,"32000"
"5754","48201543002","2015_2019","48201",256,2,"Houston",1,"32000"
"5755","48201251902","2010_2014","48201",4,0,"Houston",1,"32000"
"5756","48201251902","2015_2019","48201",42,0,"Houston",1,"32000"
"5757","48201251402","2010_2014","48201",3,0,"Houston",1,"32000"
"5758","48201251402","2015_2019","48201",356,2,"Houston",1,"32000"
"5759","48201251503","2010_2014","48201",1,0,"Houston",1,"32000"
"5760","48201251503","2015_2019","48201",32,1,"Houston",1,"32000"
"5761","48201251501","2010_2014","48201",0,0,"Houston",1,"32000"
"5762","48201251501","2015_2019","48201",227,2,"Houston",1,"32000"
"5763","48201251502","2010_2014","48201",4,0,"Houston",1,"32000"
"5764","48201251502","2015_2019","48201",137,2,"Houston",1,"32000"
"5765","48201250702","2010_2014","48201",0,0,"Houston",1,"32000"
"5766","48201250702","2015_2019","48201",20,0,"Houston",1,"32000"
"5767","48201555301","2010_2014","48201",0,0,"Houston",1,"32000"
"5768","48201555301","2015_2019","48201",53,1,"Houston",1,"32000"
"5769","48201554902","2010_2014","48201",2,0,"Houston",1,"32000"
"5770","48201554902","2015_2019","48201",104,1,"Houston",1,"32000"
"5771","48201453100","2010_2014","48201",2,0,"Houston",1,"32000"
"5772","48201453100","2015_2019","48201",50,1,"Houston",1,"32000"
"5773","48201453200","2010_2014","48201",3,0,"Houston",1,"32000"
"5774","48201453200","2015_2019","48201",32,1,"Houston",1,"32000"
"5775","48201453300","2010_2014","48201",10,0,"Houston",1,"32000"
"5776","48201453300","2015_2019","48201",69,0,"Houston",1,"32000"
"5777","48201453700","2010_2014","48201",6,0,"Houston",1,"32000"
"5778","48201453700","2015_2019","48201",115,3,"Houston",1,"32000"
"5779","48201453800","2010_2014","48201",8,0,"Houston",1,"32000"
"5780","48201453800","2015_2019","48201",114,2,"Houston",1,"32000"
"5781","48201453900","2010_2014","48201",3,0,"Houston",1,"32000"
"5782","48201453900","2015_2019","48201",21,0,"Houston",1,"32000"
"5783","48201454000","2010_2014","48201",0,0,"Houston",1,"32000"
"5784","48201454000","2015_2019","48201",6,0,"Houston",1,"32000"
"5785","48201454100","2010_2014","48201",0,0,"Houston",1,"32000"
"5786","48201454100","2015_2019","48201",55,1,"Houston",1,"32000"
"5787","48201312700","2010_2014","48201",0,0,"Houston",1,"32000"
"5788","48201312700","2015_2019","48201",37,1,"Houston",1,"32000"
"5789","48201312800","2010_2014","48201",0,0,"Houston",1,"32000"
"5790","48201312800","2015_2019","48201",11,0,"Houston",1,"32000"
"5791","48201312900","2010_2014","48201",3,0,"Houston",1,"32000"
"5792","48201312900","2015_2019","48201",59,1,"Houston",1,"32000"
"5793","48201313000","2010_2014","48201",0,0,"Houston",1,"32000"
"5794","48201313000","2015_2019","48201",25,0,"Houston",1,"32000"
"5795","48201313100","2010_2014","48201",0,0,"Houston",1,"32000"
"5796","48201313100","2015_2019","48201",105,1,"Houston",1,"32000"
"5797","48201313200","2010_2014","48201",8,0,"Houston",1,"32000"
"5798","48201313200","2015_2019","48201",118,1,"Houston",1,"32000"
"5799","48201313300","2010_2014","48201",33,1,"Houston",1,"32000"
"5800","48201313300","2015_2019","48201",33,1,"Houston",1,"32000"
"5801","48201313400","2010_2014","48201",10,0,"Houston",1,"32000"
"5802","48201313400","2015_2019","48201",9,0,"Houston",1,"32000"
"5803","48201313500","2010_2014","48201",3,0,"Houston",1,"32000"
"5804","48201313500","2015_2019","48201",9,0,"Houston",1,"32000"
"5805","48201313600","2010_2014","48201",0,0,"Houston",1,"32000"
"5806","48201313600","2015_2019","48201",33,1,"Houston",1,"32000"
"5807","48201432600","2010_2014","48201",2,0,"Houston",1,"32000"
"5808","48201432600","2015_2019","48201",25,0,"Houston",1,"32000"
"5809","48201510100","2010_2014","48201",0,0,"Houston",1,"32000"
"5810","48201510100","2015_2019","48201",16,0,"Houston",1,"32000"
"5811","48201510200","2010_2014","48201",0,0,"Houston",1,"32000"
"5812","48201510200","2015_2019","48201",41,1,"Houston",1,"32000"
"5813","48201510300","2010_2014","48201",4,0,"Houston",1,"32000"
"5814","48201510300","2015_2019","48201",194,2,"Houston",1,"32000"
"5815","48201510400","2010_2014","48201",1,0,"Houston",1,"32000"
"5816","48201510400","2015_2019","48201",18,0,"Houston",1,"32000"
"5817","48201510500","2010_2014","48201",0,0,"Houston",1,"32000"
"5818","48201510500","2015_2019","48201",26,0,"Houston",1,"32000"
"5819","48201510600","2010_2014","48201",0,0,"Houston",1,"32000"
"5820","48201510600","2015_2019","48201",72,1,"Houston",1,"32000"
"5821","48201510700","2010_2014","48201",0,0,"Houston",1,"32000"
"5822","48201510700","2015_2019","48201",29,0,"Houston",1,"32000"
"5823","48201541203","2010_2014","48201",1,0,"Houston",1,"32000"
"5824","48201541203","2015_2019","48201",19,0,"Houston",1,"32000"
"5825","48201540601","2010_2014","48201",1,0,"Houston",1,"32000"
"5826","48201540601","2015_2019","48201",344,2,"Houston",1,"32000"
"5827","48201540902","2010_2014","48201",3,0,"Houston",1,"32000"
"5828","48201540902","2015_2019","48201",153,1,"Houston",1,"32000"
"5829","48201540602","2010_2014","48201",1,0,"Houston",1,"32000"
"5830","48201540602","2015_2019","48201",34,0,"Houston",1,"32000"
"5831","48201250701","2010_2014","48201",2,0,"Houston",1,"32000"
"5832","48201250701","2015_2019","48201",177,1,"Houston",1,"32000"
"5833","48201553403","2010_2014","48201",1,0,"Houston",1,"32000"
"5834","48201553403","2015_2019","48201",12,0,"Houston",1,"32000"
"5835","48201550401","2010_2014","48201",1,0,"Houston",1,"32000"
"5836","48201550401","2015_2019","48201",4,0,"Houston",1,"32000"
"5837","48201550302","2010_2014","48201",1,0,"Houston",1,"32000"
"5838","48201550302","2015_2019","48201",9,0,"Houston",1,"32000"
"5839","48201454200","2010_2014","48201",2,0,"Houston",1,"32000"
"5840","48201454200","2015_2019","48201",7,0,"Houston",1,"32000"
"5841","48201454400","2010_2014","48201",0,0,"Houston",1,"32000"
"5842","48201454400","2015_2019","48201",2,0,"Houston",1,"32000"
"5843","48201454600","2010_2014","48201",5,0,"Houston",1,"32000"
"5844","48201454600","2015_2019","48201",27,0,"Houston",1,"32000"
"5845","48201454700","2010_2014","48201",8,0,"Houston",1,"32000"
"5846","48201454700","2015_2019","48201",39,1,"Houston",1,"32000"
"5847","48201454800","2010_2014","48201",10,0,"Houston",1,"32000"
"5848","48201454800","2015_2019","48201",65,1,"Houston",1,"32000"
"5849","48201454900","2010_2014","48201",2,0,"Houston",1,"32000"
"5850","48201454900","2015_2019","48201",29,1,"Houston",1,"32000"
"5851","48201313700","2010_2014","48201",2,0,"Houston",1,"32000"
"5852","48201313700","2015_2019","48201",26,0,"Houston",1,"32000"
"5853","48201313800","2010_2014","48201",3,0,"Houston",1,"32000"
"5854","48201313800","2015_2019","48201",14,0,"Houston",1,"32000"
"5855","48201313900","2010_2014","48201",1,0,"Houston",1,"32000"
"5856","48201313900","2015_2019","48201",15,0,"Houston",1,"32000"
"5857","48201320100","2010_2014","48201",0,0,"Houston",1,"32000"
"5858","48201320100","2015_2019","48201",25,0,"Houston",1,"32000"
"5859","48201320200","2010_2014","48201",0,0,"Houston",1,"32000"
"5860","48201320200","2015_2019","48201",19,0,"Houston",1,"32000"
"5861","48201320500","2010_2014","48201",0,0,"Houston",1,"32000"
"5862","48201320500","2015_2019","48201",19,0,"Houston",1,"32000"
"5863","48201320700","2010_2014","48201",0,0,"Houston",1,"32000"
"5864","48201320700","2015_2019","48201",22,0,"Houston",1,"32000"
"5865","48201510800","2010_2014","48201",2,0,"Houston",1,"32000"
"5866","48201510800","2015_2019","48201",114,1,"Houston",1,"32000"
"5867","48201510900","2010_2014","48201",11,0,"Houston",1,"32000"
"5868","48201510900","2015_2019","48201",334,3,"Houston",1,"32000"
"5869","48201342100","2010_2014","48201",0,0,"Houston",1,"32000"
"5870","48201342100","2015_2019","48201",180,1,"Houston",1,"32000"
"5871","48201342200","2010_2014","48201",1,0,"Houston",1,"32000"
"5872","48201342200","2015_2019","48201",54,1,"Houston",1,"32000"
"5873","48201342300","2010_2014","48201",1,0,"Houston",1,"32000"
"5874","48201342300","2015_2019","48201",61,1,"Houston",1,"32000"
"5875","48201342400","2010_2014","48201",0,0,"Houston",1,"32000"
"5876","48201342400","2015_2019","48201",16,0,"Houston",1,"32000"
"5877","48201522500","2010_2014","48201",6,0,"Houston",1,"32000"
"5878","48201522500","2015_2019","48201",41,0,"Houston",1,"32000"
"5879","48201343700","2010_2014","48201",2,0,"Houston",1,"32000"
"5880","48201343700","2015_2019","48201",58,1,"Houston",1,"32000"
"5881","48201334100","2010_2014","48201",13,0,"Houston",1,"32000"
"5882","48201334100","2015_2019","48201",51,1,"Houston",1,"32000"
"5883","48201314400","2010_2014","48201",0,0,"Houston",1,"32000"
"5884","48201314400","2015_2019","48201",3,0,"Houston",1,"32000"
"5885","48201324200","2010_2014","48201",0,0,"Houston",1,"32000"
"5886","48201324200","2015_2019","48201",3,0,"Houston",1,"32000"
"5887","48201534202","2010_2014","48201",4,0,"Houston",1,"32000"
"5888","48201534202","2015_2019","48201",70,1,"Houston",1,"32000"
"5889","48201551702","2010_2014","48201",0,0,"Houston",1,"32000"
"5890","48201551702","2015_2019","48201",6,0,"Houston",1,"32000"
"5891","48201551701","2010_2014","48201",1,0,"Houston",1,"32000"
"5892","48201551701","2015_2019","48201",26,0,"Houston",1,"32000"
"5893","48201550601","2010_2014","48201",0,0,"Houston",1,"32000"
"5894","48201550601","2015_2019","48201",8,0,"Houston",1,"32000"
"5895","48201550402","2010_2014","48201",0,0,"Houston",1,"32000"
"5896","48201550402","2015_2019","48201",9,0,"Houston",1,"32000"
"5897","48201550301","2010_2014","48201",0,0,"Houston",1,"32000"
"5898","48201550301","2015_2019","48201",0,0,"Houston",1,"32000"
"5899","48201241103","2010_2014","48201",0,0,"Houston",1,"32000"
"5900","48201241103","2015_2019","48201",43,0,"Houston",1,"32000"
"5901","48201240901","2010_2014","48201",1,0,"Houston",1,"32000"
"5902","48201240901","2015_2019","48201",24,0,"Houston",1,"32000"
"5903","48201240802","2010_2014","48201",1,0,"Houston",1,"32000"
"5904","48201240802","2015_2019","48201",273,2,"Houston",1,"32000"
"5905","48201240701","2010_2014","48201",0,0,"Houston",1,"32000"
"5906","48201240701","2015_2019","48201",7,0,"Houston",1,"32000"
"5907","48201240501","2010_2014","48201",0,0,"Houston",1,"32000"
"5908","48201240501","2015_2019","48201",26,1,"Houston",1,"32000"
"5909","48201455000","2010_2014","48201",0,0,"Houston",1,"32000"
"5910","48201455000","2015_2019","48201",2,0,"Houston",1,"32000"
"5911","48201455200","2010_2014","48201",4,0,"Houston",1,"32000"
"5912","48201455200","2015_2019","48201",18,0,"Houston",1,"32000"
"5913","48201455300","2010_2014","48201",0,0,"Houston",1,"32000"
"5914","48201455300","2015_2019","48201",3,0,"Houston",1,"32000"
"5915","48201541300","2010_2014","48201",0,0,"Houston",1,"32000"
"5916","48201541300","2015_2019","48201",10,0,"Houston",1,"32000"
"5917","48201541400","2010_2014","48201",4,0,"Houston",1,"32000"
"5918","48201541400","2015_2019","48201",89,1,"Houston",1,"32000"
"5919","48201541500","2010_2014","48201",0,0,"Houston",1,"32000"
"5920","48201541500","2015_2019","48201",10,0,"Houston",1,"32000"
"5921","48201320800","2010_2014","48201",2,0,"Houston",1,"32000"
"5922","48201320800","2015_2019","48201",256,1,"Houston",1,"32000"
"5923","48201320900","2010_2014","48201",4,0,"Houston",1,"32000"
"5924","48201320900","2015_2019","48201",560,2,"Houston",1,"32000"
"5925","48201321000","2010_2014","48201",0,0,"Houston",1,"32000"
"5926","48201321000","2015_2019","48201",354,1,"Houston",1,"32000"
"5927","48201321100","2010_2014","48201",1,0,"Houston",1,"32000"
"5928","48201321100","2015_2019","48201",125,1,"Houston",1,"32000"
"5929","48201321200","2010_2014","48201",0,0,"Houston",1,"32000"
"5930","48201321200","2015_2019","48201",17,0,"Houston",1,"32000"
"5931","48201321300","2010_2014","48201",5,0,"Houston",1,"32000"
"5932","48201321300","2015_2019","48201",117,1,"Houston",1,"32000"
"5933","48201321500","2010_2014","48201",0,0,"Houston",1,"32000"
"5934","48201321500","2015_2019","48201",20,0,"Houston",1,"32000"
"5935","48201321600","2010_2014","48201",3,0,"Houston",1,"32000"
"5936","48201321600","2015_2019","48201",178,1,"Houston",1,"32000"
"5937","48201321700","2010_2014","48201",2,0,"Houston",1,"32000"
"5938","48201321700","2015_2019","48201",37,1,"Houston",1,"32000"
"5939","48201342500","2010_2014","48201",3,0,"Houston",1,"32000"
"5940","48201342500","2015_2019","48201",131,1,"Houston",1,"32000"
"5941","48201342700","2010_2014","48201",5,0,"Houston",1,"32000"
"5942","48201342700","2015_2019","48201",100,1,"Houston",1,"32000"
"5943","48201342800","2010_2014","48201",2,0,"Houston",1,"32000"
"5944","48201342800","2015_2019","48201",32,1,"Houston",1,"32000"
"5945","48201342900","2010_2014","48201",1,0,"Houston",1,"32000"
"5946","48201342900","2015_2019","48201",144,1,"Houston",1,"32000"
"5947","48201343000","2010_2014","48201",0,0,"Houston",1,"32000"
"5948","48201343000","2015_2019","48201",167,1,"Houston",1,"32000"
"5949","48201343100","2010_2014","48201",1,0,"Houston",1,"32000"
"5950","48201343100","2015_2019","48201",34,0,"Houston",1,"32000"
"5951","48201343200","2010_2014","48201",2,0,"Houston",1,"32000"
"5952","48201343200","2015_2019","48201",35,1,"Houston",1,"32000"
"5953","48201350100","2010_2014","48201",1,0,"Houston",1,"32000"
"5954","48201350100","2015_2019","48201",162,1,"Houston",1,"32000"
"5955","48201350200","2010_2014","48201",14,0,"Houston",1,"32000"
"5956","48201350200","2015_2019","48201",686,1,"Houston",1,"32000"
"5957","48201350300","2010_2014","48201",3,0,"Houston",1,"32000"
"5958","48201350300","2015_2019","48201",246,1,"Houston",1,"32000"
"5959","48201231800","2010_2014","48201",0,0,"Houston",1,"32000"
"5960","48201231800","2015_2019","48201",36,0,"Houston",1,"32000"
"5961","48201212500","2010_2014","48201",3,0,"Houston",1,"32000"
"5962","48201212500","2015_2019","48201",108,1,"Houston",1,"32000"
"5963","48201556000","2010_2014","48201",4,0,"Houston",1,"32000"
"5964","48201556000","2015_2019","48201",37,0,"Houston",1,"32000"
"5965","48201543200","2010_2014","48201",6,0,"Houston",1,"32000"
"5966","48201543200","2015_2019","48201",192,2,"Houston",1,"32000"
"5967","48201343600","2010_2014","48201",0,0,"Houston",1,"32000"
"5968","48201343600","2015_2019","48201",76,1,"Houston",1,"32000"
"5969","48201241500","2010_2014","48201",4,0,"Houston",1,"32000"
"5970","48201241500","2015_2019","48201",149,2,"Houston",1,"32000"
"5971","48201324100","2010_2014","48201",3,0,"Houston",1,"32000"
"5972","48201324100","2015_2019","48201",38,1,"Houston",1,"32000"
"5973","48201212400","2010_2014","48201",0,0,"Houston",1,"32000"
"5974","48201212400","2015_2019","48201",83,1,"Houston",1,"32000"
"5975","48201212300","2010_2014","48201",0,0,"Houston",1,"32000"
"5976","48201212300","2015_2019","48201",5,0,"Houston",1,"32000"
"5977","48201452801","2010_2014","48201",0,0,"Houston",1,"32000"
"5978","48201452801","2015_2019","48201",8,0,"Houston",1,"32000"
"5979","48201550603","2010_2014","48201",0,0,"Houston",1,"32000"
"5980","48201550603","2015_2019","48201",18,0,"Houston",1,"32000"
"5981","48201533902","2010_2014","48201",0,0,"Houston",1,"32000"
"5982","48201533902","2015_2019","48201",3,0,"Houston",1,"32000"
"5983","48201534003","2010_2014","48201",0,0,"Houston",1,"32000"
"5984","48201534003","2015_2019","48201",1,0,"Houston",1,"32000"
"5985","48201534001","2010_2014","48201",1,0,"Houston",1,"32000"
"5986","48201534001","2015_2019","48201",41,0,"Houston",1,"32000"
"5987","48201534002","2010_2014","48201",0,0,"Houston",1,"32000"
"5988","48201534002","2015_2019","48201",7,0,"Houston",1,"32000"
"5989","48201532502","2010_2014","48201",2,0,"Houston",1,"32000"
"5990","48201532502","2015_2019","48201",306,2,"Houston",1,"32000"
"5991","48201532001","2010_2014","48201",0,0,"Houston",1,"32000"
"5992","48201532001","2015_2019","48201",166,1,"Houston",1,"32000"
"5993","48201532002","2010_2014","48201",1,0,"Houston",1,"32000"
"5994","48201532002","2015_2019","48201",36,1,"Houston",1,"32000"
"5995","48201240702","2010_2014","48201",0,0,"Houston",1,"32000"
"5996","48201240702","2015_2019","48201",3,0,"Houston",1,"32000"
"5997","48201323701","2010_2014","48201",1,0,"Houston",1,"32000"
"5998","48201323701","2015_2019","48201",20,0,"Houston",1,"32000"
"5999","48201323802","2010_2014","48201",0,0,"Houston",1,"32000"
"6000","48201323802","2015_2019","48201",61,1,"Houston",1,"32000"
"6001","48201323801","2010_2014","48201",2,0,"Houston",1,"32000"
"6002","48201323801","2015_2019","48201",15,0,"Houston",1,"32000"
"6003","48201252301","2010_2014","48201",13,0,"Houston",1,"32000"
"6004","48201252301","2015_2019","48201",30,1,"Houston",1,"32000"
"6005","48201233002","2010_2014","48201",1,0,"Houston",1,"32000"
"6006","48201233002","2015_2019","48201",11,0,"Houston",1,"32000"
"6007","48201233001","2010_2014","48201",0,0,"Houston",1,"32000"
"6008","48201233001","2015_2019","48201",7,0,"Houston",1,"32000"
"6009","48201541700","2010_2014","48201",9,0,"Houston",1,"32000"
"6010","48201541700","2015_2019","48201",255,2,"Houston",1,"32000"
"6011","48201541800","2010_2014","48201",4,0,"Houston",1,"32000"
"6012","48201541800","2015_2019","48201",192,2,"Houston",1,"32000"
"6013","48201541900","2010_2014","48201",0,0,"Houston",1,"32000"
"6014","48201541900","2015_2019","48201",57,1,"Houston",1,"32000"
"6015","48201542000","2010_2014","48201",4,0,"Houston",1,"32000"
"6016","48201542000","2015_2019","48201",209,2,"Houston",1,"32000"
"6017","48201542200","2010_2014","48201",0,0,"Houston",1,"32000"
"6018","48201542200","2015_2019","48201",48,1,"Houston",1,"32000"
"6019","48201433100","2010_2014","48201",0,0,"Houston",1,"32000"
"6020","48201433100","2015_2019","48201",8,0,"Houston",1,"32000"
"6021","48201433300","2010_2014","48201",3,0,"Houston",1,"32000"
"6022","48201433300","2015_2019","48201",19,0,"Houston",1,"32000"
"6023","48201433400","2010_2014","48201",0,0,"Houston",1,"32000"
"6024","48201433400","2015_2019","48201",30,1,"Houston",1,"32000"
"6025","48201321800","2010_2014","48201",0,0,"Houston",1,"32000"
"6026","48201321800","2015_2019","48201",20,0,"Houston",1,"32000"
"6027","48201321900","2010_2014","48201",2,0,"Houston",1,"32000"
"6028","48201321900","2015_2019","48201",48,1,"Houston",1,"32000"
"6029","48201322000","2010_2014","48201",1,0,"Houston",1,"32000"
"6030","48201322000","2015_2019","48201",4,0,"Houston",1,"32000"
"6031","48201322100","2010_2014","48201",0,0,"Houston",1,"32000"
"6032","48201322100","2015_2019","48201",32,1,"Houston",1,"32000"
"6033","48201322200","2010_2014","48201",1,0,"Houston",1,"32000"
"6034","48201322200","2015_2019","48201",11,0,"Houston",1,"32000"
"6035","48201322600","2010_2014","48201",0,0,"Houston",1,"32000"
"6036","48201322600","2015_2019","48201",58,1,"Houston",1,"32000"
"6037","48201322700","2010_2014","48201",1,0,"Houston",1,"32000"
"6038","48201322700","2015_2019","48201",61,1,"Houston",1,"32000"
"6039","48201322800","2010_2014","48201",1,0,"Houston",1,"32000"
"6040","48201322800","2015_2019","48201",80,1,"Houston",1,"32000"
"6041","48201252600","2010_2014","48201",0,0,"Houston",1,"32000"
"6042","48201252600","2015_2019","48201",216,2,"Houston",1,"32000"
"6043","48201252800","2010_2014","48201",1,0,"Houston",1,"32000"
"6044","48201252800","2015_2019","48201",187,2,"Houston",1,"32000"
"6045","48201252900","2010_2014","48201",2,0,"Houston",1,"32000"
"6046","48201252900","2015_2019","48201",48,1,"Houston",1,"32000"
"6047","48201231900","2010_2014","48201",4,0,"Houston",1,"32000"
"6048","48201231900","2015_2019","48201",179,2,"Houston",1,"32000"
