"","GEOID","Time.Period","County","Claims","Events","Commuting.Zone","Shoreline","cz","Income","Black","Hispanic","Pop.Density","Renters","Density","House.Age","Built","Flood.Factor","T","policies","aveUnits","Coverage","SFHA","Risk.Diff"
"3018","12021010902","2015_2019","12021",230,2,"Cape Coral",1,7200,78732.4,0,19.4751936463722,1120.50682075479,19.3349656609605,"Low Density(Suburban)",1989,"1970-1989",0.998371998,1,4693,2411,26.5755332573214,99.9185999,0.081400100000006
"3019","12021010903","2010_2014","12021",2,0,"Cape Coral",1,7200,66198,0,6.00211840240854,479.334511717936,10.5509412926936,"Very Low Density(Rural)",1990,"After 89",0.90063593,0,7301.6,3758,26.5270993633353,89.1891892,-0.874403800000001
"3020","12021010903","2015_2019","12021",498,2,"Cape Coral",1,7200,64571.2,0.022200417602436,8.40294950496329,505.38245487246,16.3140115192887,"Very Low Density(Rural)",1991,"After 89",0.90063593,1,5968.8,3744,21.7652020597326,89.1891892,-0.874403800000001
"3021","12021010904","2010_2014","12021",1,0,"Cape Coral",1,7200,55377.4,0,16.9350851794603,2335.05585136387,19.1570046937683,"Low Density(Suburban)",1986,"1970-1989",0.998417722,0,3907.6,2363,22.5767434020318,99.9208861,0.079113899999994
"3022","12021010904","2015_2019","12021",135,2,"Cape Coral",1,7200,80531,0,6.74441351904838,1913.32818879953,8.51956828633184,"Low Density(Suburban)",1986,"1970-1989",0.998417722,1,3050,2363,17.6207901712065,99.9208861,0.079113899999994
"3023","12021010905","2010_2014","12021",2,0,"Cape Coral",1,7200,83501.4,0.495233146330252,5.68311588694532,1651.87861196622,9.42411374149136,"Low Density(Suburban)",1987,"1970-1989",0.966850829,0,5609.8,3411,22.4532946144354,99.3370166,2.65193370000001
"3024","12021010905","2015_2019","12021",257,2,"Cape Coral",1,7200,90117,0.25754559553633,7.98621359090317,2035.57462893837,14.8736315967048,"Low Density(Suburban)",1986,"1970-1989",0.966850829,1,4219,3490,16.5030967284989,99.3370166,2.65193370000001
"3025","12021011001","2010_2014","12021",2,0,"Cape Coral",1,7200,70286.8,0.506378194457144,0.939892874591104,3581.63024797839,8.29144244209059,"Moderate and High Density(Suburban and Urban)",1987,"1970-1989",0.998185118,0,2467.2,2211,15.2330390986557,100,0.181488200000002
"3026","12021011001","2015_2019","12021",155,2,"Cape Coral",1,7200,67814.2,0.374688539420478,3.08833597532103,3284.05777879692,9.76772749869383,"Moderate and High Density(Suburban and Urban)",1987,"1970-1989",0.998185118,1,1986.8,2199,12.3329814406238,100,0.181488200000002
"3027","12021011002","2010_2014","12021",2,0,"Cape Coral",1,7200,96411.8,3.15811170990775,3.11261189527756,2779.12498701614,13.1990275501582,"Low Density(Suburban)",1986,"1970-1989",0.980769231,0,14641.8,4684,42.6810870778367,100,1.9230769
"3028","12021011002","2015_2019","12021",34,0,"Cape Coral",1,7200,89799.2,0.507087482572173,2.16536818598679,3335.01043960725,10.2246886228761,"Moderate and High Density(Suburban and Urban)",1985,"1970-1989",0.980769231,1,6017.6,4700,17.4788868612488,100,1.9230769
"3029","12021011102","2010_2014","12021",1,0,"Cape Coral",1,7200,53766.4,2.05814823062705,20.2682722781393,7.17292156504681,27.2313586184881,"Very Low Density(Rural)",2000,"After 89",0.620242992,0,4846.2,5792,11.4208545852407,97.7000898,35.6757906
"3030","12021011102","2015_2019","12021",423,2,"Cape Coral",1,7200,56452,4.55154473757129,16.5057712048504,8.54664980804772,20.8645839288362,"Very Low Density(Rural)",2003,"After 89",0.620242992,1,4839.6,6975,9.47008640064871,97.7000898,35.6757906
"3031","12021011103","2010_2014","12021",0,0,"Cape Coral",1,7200,35310.4,14.2224868965775,29.964234147422,2757.98911968027,15.0923910357556,"Low Density(Suburban)",1988,"1970-1989",0.965480043,0,665.2,1545,5.87461487255825,99.6763754,3.12837109999999
"3032","12021011103","2015_2019","12021",35,0,"Cape Coral",1,7200,36390,20.2598500382635,34.9432776160101,2991.56239963927,9.18233400580405,"Low Density(Suburban)",1987,"1970-1989",0.965480043,1,515.4,1543,4.55651486178701,99.6763754,3.12837109999999
"3033","12021011105","2010_2014","12021",1,0,"Cape Coral",1,7200,44788,1.6632485520798,27.8624762870678,900.119825604238,16.7781775619749,"Very Low Density(Rural)",1994,"After 89",0.989444699,0,6215.4,2482,34.1911109303544,98.1642955,-0.7801744
"3034","12021011105","2015_2019","12021",64,2,"Cape Coral",1,7200,51821.8,0.758032672211238,24.4279698113621,949.901725001562,21.6602956707581,"Very Low Density(Rural)",2002,"After 89",0.989444699,1,4998.2,2714,25.1436323232553,98.1642955,-0.7801744
"3035","12021011106","2010_2014","12021",0,0,"Cape Coral",1,7200,55597.8,6.78576882691445,20.3345334982556,116.313084188731,16.5172640314869,"Very Low Density(Rural)",1997,"After 89",0.910996835,0,4947.6,2714,24.8890391101718,98.2199367,7.1202532
"3036","12021011106","2015_2019","12021",37,0,"Cape Coral",1,7200,63418,7.96486261282299,22.934245414179,146.693991190355,16.7300138419367,"Very Low Density(Rural)",2003,"After 89",0.910996835,1,4710,3094,20.7829715094792,98.2199367,7.1202532
"3037","12021011201","2010_2014","12021",1,0,"Cape Coral",1,7200,87601.8,0.546644813356502,5.67521971692559,607.205419300711,13.4149303134527,"Very Low Density(Rural)",2001,"After 89",0.370431619,0,3180.6,5741,7.56058303680777,66.1981148,29.1549529
"3038","12021011201","2015_2019","12021",52,0,"Cape Coral",1,7200,94303.4,0.452895571339895,9.75100621137541,849.567496726092,16.6520717630498,"Very Low Density(Rural)",2005,"After 89",0.370431619,1,4464.4,7660,7.95392652808149,66.1981148,29.1549529
"3039","12021011202","2010_2014","12021",2,0,"Cape Coral",1,7200,61902.8,4.01269393396969,36.7117773469479,37.4368092025485,15.0288047824769,"Very Low Density(Rural)",2004,"After 89",0.207255831,0,3084.6,7766,5.41910620513729,60.0976205,39.3720374
"3040","12021011202","2015_2019","12021",137,2,"Cape Coral",1,7200,83166.8,4.98996161133544,31.5382836017341,49.8093582366806,17.1866136984543,"Very Low Density(Rural)",2005,"After 89",0.207255831,1,5591.6,10252,7.4431536239299,60.0976205,39.3720374
"3041","12021011204","2010_2014","12021",0,0,"Cape Coral",1,7200,17535.2,35.1334395981907,63.5355718507779,769.070327352401,72.650720242257,"Very Low Density(Rural)",1978,"1970-1989",0.023166023,0,143.4,1131,1.72663806605302,75.1608751,72.8442728
"3042","12021011204","2015_2019","12021",10,0,"Cape Coral",1,7200,23463.4,34.5199063912203,62.8898794931861,1001.73139833659,84.1284831034788,"Low Density(Suburban)",1990,"After 89",0.023166023,1,241.4,1252,2.62818549681493,75.1608751,72.8442728
"3043","12021011301","2010_2014","12021",0,0,"Cape Coral",1,7200,31694.6,13.7218159407547,84.4654237020727,2164.22944800806,52.3292342466481,"Low Density(Suburban)",1994,"After 89",0.022393282,0,98.3333333333333,1649,0.809560287326473,66.689993,64.4506648
"3044","12021011301","2015_2019","12021",4,0,"Cape Coral",1,7200,29209,16.8729869429193,77.002551655779,2450.33242945674,58.2311673133536,"Low Density(Suburban)",1993,"After 89",0.022393282,1,79.8,1650,0.655684295139759,66.689993,64.4506648
"3045","12021011302","2010_2014","12021",0,0,"Cape Coral",1,7200,25886.2,16.5504645541641,75.8428604557259,119.805466263654,34.29329884791,"Very Low Density(Rural)",1994,"After 89",0.066236811,0,47.2,1563,0.407628876057695,88.0422039,81.4185228
"3046","12021011302","2015_2019","12021",10,0,"Cape Coral",1,7200,29740.2,15.4239236436389,77.4755590405897,141.89516864175,43.023499014051,"Very Low Density(Rural)",2000,"After 89",0.066236811,1,82.8,1713,0.655310351800341,88.0422039,81.4185228
"3047","12021011400","2010_2014","12021",0,0,"Cape Coral",1,7200,33144,13.5538262800656,81.3196196034993,65.2059697327337,48.9429872053708,"Very Low Density(Rural)",1980,"1970-1989",0.181217902,0,87.8,1078,1.10745434804344,77.1826852,59.060895
"3048","12021011400","2015_2019","12021",22,0,"Cape Coral",1,7200,43863.2,9.63542350400022,82.3111312956422,79.9116302341498,51.6001747386394,"Very Low Density(Rural)",1981,"1970-1989",0.181217902,1,181,1186,2.07926800772315,77.1826852,59.060895
"3049","12027010101","2010_2014","12027",0,0,"Sarasota",0,6900,35246.6,1.32123435619143,21.745879096875,29.6323035055155,11.2667858806479,"Very Low Density(Rural)",1988,"1970-1989",0.187365707,0,50,2628,0.255063842388322,14.1383756,-4.5981951
"3050","12027010101","2015_2019","12027",28,0,"Sarasota",0,6900,35136,0.849335603609297,25.0907677566908,26.1662473456187,21.9382904125415,"Very Low Density(Rural)",1993,"After 89",0.187365707,1,80.8,2605,0.418811845552294,14.1383756,-4.5981951
"3051","12027010200","2010_2014","12027",2,0,"Sarasota",0,6900,36627.4,20.7339391594127,33.3555379806031,752.505585127126,39.0897077375608,"Very Low Density(Rural)",1974,"1970-1989",0.042763158,0,14.4,1882,0.0997406909553059,2.5845864,-1.6917294
"3052","12027010200","2015_2019","12027",8,0,"Sarasota",0,6900,32643.2,17.5008092461896,27.431155032115,832.853830352722,41.0712866687861,"Very Low Density(Rural)",1979,"1970-1989",0.042763158,1,17,2173,0.102087396265096,2.5845864,-1.6917294
"3053","12027010403","2010_2014","12027",0,0,"Sarasota",0,6900,38879.4,3.20867407050218,2.66583175848373,34.8802533514317,14.3902369257438,"Very Low Density(Rural)",1993,"After 89",0.227765727,0,502.4,2047,3.34674694342034,31.7184864,8.9419137
"3054","12027010403","2015_2019","12027",46,0,"Sarasota",0,6900,41874.8,3.68615846331925,4.15537238021146,42.3361975578493,12.5054962565066,"Very Low Density(Rural)",1991,"After 89",0.227765727,1,525.2,1978,3.62106300480529,31.7184864,8.9419137
"3055","12027010404","2010_2014","12027",0,0,"Sarasota",0,6900,42918.2,2.22673243033621,25.5772251922605,28.3990360326994,19.2909760629547,"Very Low Density(Rural)",1988,"1970-1989",0.131121643,0,202.6,1150,2.40099166904492,23.9073197,10.7951554
"3056","12027010404","2015_2019","12027",16,0,"Sarasota",0,6900,38838.8,4.93754496619851,22.8944979030454,31.1684094702145,15.5109390158443,"Very Low Density(Rural)",1987,"1970-1989",0.131121643,1,129,1209,1.45229044597101,23.9073197,10.7951554
"3057","12027010405","2010_2014","12027",0,0,"Sarasota",0,6900,44089.4,0,1.95805774520153,210.210207665292,14.8576690475076,"Very Low Density(Rural)",1997,"After 89",0.232583065,0,160,963,2.26407584272258,13.1832798,-10.0750267
"3058","12027010405","2015_2019","12027",6,0,"Sarasota",0,6900,44082,1.03520405148177,1.78158337733215,196.758510307236,10.4234275504509,"Very Low Density(Rural)",1995,"After 89",0.232583065,1,76.6,1050,0.991454769632246,13.1832798,-10.0750267
"3059","12027010406","2010_2014","12027",0,0,"Sarasota",0,6900,34160.4,2.55822333081277,33.1662133071653,46.5915301846129,28.6137713587599,"Very Low Density(Rural)",1990,"After 89",0.128205128,0,80,1609,0.67421046979375,14.661407,1.8408942
"3060","12027010406","2015_2019","12027",12,0,"Sarasota",0,6900,39431.4,10.8385324184207,23.6119639185387,40.622059547658,29.5119087456627,"Very Low Density(Rural)",1992,"After 89",0.128205128,1,70.2,1419,0.670812113274853,14.661407,1.8408942
"3061","12033001001","2010_2014","12033",22,0,"Pensacola",1,10900,80490.6,2.80655914423499,4.51388896911076,3017.66237130998,18.7877416490053,"Moderate and High Density(Suburban and Urban)",1974,"1970-1989",0.098242812,0,410.6,2499,2.23892613427782,0.5990415,-9.2252397
"3062","12033001001","2015_2019","12033",2,0,"Pensacola",1,10900,72728.4,4.66210412269046,4.71654140739451,2665.18765416106,21.4480252338669,"Low Density(Suburban)",1972,"1970-1989",0.098242812,1,443.2,2357,2.56296891755258,0.5990415,-9.2252397
"3063","12033001002","2010_2014","12033",4,0,"Pensacola",1,10900,46373.4,8.00751630396456,2.86026357674214,3514.17101164398,57.7807065611924,"Moderate and High Density(Suburban and Urban)",1972,"1970-1989",0.10059761,0,157.2,1843,1.16000858151667,4.183267,-5.876494
"3064","12033001002","2015_2019","12033",0,0,"Pensacola",1,10900,46055,8.04972176872765,7.08097826583498,3849.95752194699,56.9067704180904,"Moderate and High Density(Suburban and Urban)",1967,"1950-1969",0.10059761,1,182.6,1716,1.44833725411434,4.183267,-5.876494
"3065","12033001101","2010_2014","12033",14,0,"Pensacola",1,10900,72616.4,4.39230461171241,6.37702108873716,1430.42743514317,19.2854416809269,"Low Density(Suburban)",1982,"1970-1989",0.0457562,0,283.6,2619,1.47394599344174,0.4540692,-4.1215508
"3066","12033001101","2015_2019","12033",1,0,"Pensacola",1,10900,76234.6,6.36168542785845,8.0218807792723,1312.82961354193,17.2333839472139,"Low Density(Suburban)",1982,"1970-1989",0.0457562,1,421.4,2308,2.48850140864077,0.4540692,-4.1215508
"3067","12033001103","2010_2014","12033",3,0,"Pensacola",1,10900,59645.8,6.06066597276989,4.12208514488928,2647.83794937638,31.2074776973342,"Low Density(Suburban)",1981,"1970-1989",0.154815482,0,179.4,1249,1.95665677637636,1.710171,-13.7713772
"3068","12033001103","2015_2019","12033",1,0,"Pensacola",1,10900,66439,7.73153971309603,2.44967504260971,2573.21472242602,28.5504763850035,"Low Density(Suburban)",1978,"1970-1989",0.154815482,1,140.2,1173,1.62739214679921,1.710171,-13.7713772
"3069","12033002500","2010_2014","12033",55,1,"Pensacola",1,10900,89415.2,0,4.07104356943822,369.750043854214,25.6358388049835,"Very Low Density(Rural)",1997,"After 89",0.916099773,0,7022,3797,25.2490359345471,100,8.3900227
"3070","12033002500","2015_2019","12033",12,0,"Pensacola",1,10900,103098.2,0.283339130865671,5.85156144925248,408.28438271471,24.8053345050391,"Very Low Density(Rural)",1992,"After 89",0.916099773,1,5700.4,3638,21.3920548068276,100,8.3900227
"3071","12033003503","2010_2014","12033",14,0,"Pensacola",1,10900,46666.8,10.2823767272485,2.90347801006217,1667.72769851385,33.1984967543411,"Low Density(Suburban)",1984,"1970-1989",0.110185778,0,610.4,3005,2.7690636037325,5.7975657,-5.2210121
"3072","12033003503","2015_2019","12033",2,0,"Pensacola",1,10900,49257.8,15.833796044393,5.28344438455914,1817.0518718219,38.178140943247,"Low Density(Suburban)",1983,"1970-1989",0.110185778,1,624.8,3118,2.73160317384494,5.7975657,-5.2210121
"3073","12039020101","2010_2014","12039",0,0,"Tallahassee",0,9900,53868.6,25.684442742188,2.72325221794434,93.4855198155305,16.3109241149197,"Very Low Density(Rural)",1992,"After 89",0.083173996,0,67,2147,0.421393545004347,6.7877629,-1.5296367
"3074","12039020101","2015_2019","12039",0,0,"Tallahassee",0,9900,51961.8,27.6163103589947,3.53311418391488,92.0999859264385,15.7107647496996,"Very Low Density(Rural)",1989,"1970-1989",0.083173996,1,39.8,2349,0.226626426996092,6.7877629,-1.5296367
"3075","12039020102","2010_2014","12039",0,0,"Tallahassee",0,9900,33245.4,55.8386935856844,1.46055495933701,129.942559705601,32.1582038346107,"Very Low Density(Rural)",1983,"1970-1989",0.065919037,0,31.2,2792,0.147853641587751,5.6345733,-0.9573304
"3076","12039020102","2015_2019","12039",0,0,"Tallahassee",0,9900,37300.6,53.5720868087587,2.92635775846788,135.370558176715,31.3250618517105,"Very Low Density(Rural)",1982,"1970-1989",0.065919037,1,33.8,2999,0.14915962702229,5.6345733,-0.9573304
"3077","12039020800","2010_2014","12039",0,0,"Tallahassee",0,9900,34021.6,22.0058721845248,28.9217612504405,37.4186079967335,21.8535695782144,"Very Low Density(Rural)",1987,"1970-1989",0.091902494,0,115.8,2435,0.644662046909065,9.4144018,0.224152399999999
"3078","12039020800","2015_2019","12039",0,0,"Tallahassee",0,9900,36482.8,30.1636134233527,25.8115242672142,39.6658341173854,24.9381914197096,"Very Low Density(Rural)",1989,"1970-1989",0.091902494,1,60,2453,0.329267169208814,9.4144018,0.224152399999999
"3079","12045960100","2010_2014","12045",0,0,"Panama City",1,10000,36629.6,19.1575713699269,7.29989195868259,29.1087786651494,27.6328977652762,"Very Low Density(Rural)",1985,"1970-1989",0.187438343,0,491.8,3375,1.98510942529742,44.4919434,25.7481091
"3080","12045960100","2015_2019","12045",17,0,"Panama City",1,10000,37277.6,18.4503022682358,6.59878820482998,26.7341735439694,25.2795002218388,"Very Low Density(Rural)",1988,"1970-1989",0.187438343,1,643.6,3011,2.91410453286645,44.4919434,25.7481091
"3081","12045960200","2010_2014","12045",0,0,"Panama City",1,10000,38896.4,27.863728781912,0.351441685809528,64.7386383001984,22.3355756034793,"Very Low Density(Rural)",1984,"1970-1989",0.511586052,0,1480.6,2423,8.33956782262727,30.7536557,-20.4049495
"3082","12045960200","2015_2019","12045",755,2,"Panama City",1,10000,44518.2,29.3701720249932,1.22013797022655,72.5014750756428,32.5505551073388,"Very Low Density(Rural)",1992,"After 89",0.511586052,1,1580.8,2532,8.5207473697333,30.7536557,-20.4049495
"3083","12045960300","2010_2014","12045",0,0,"Panama City",1,10000,46730.8,4.7066312187985,1.83621587232418,19.1157012818768,28.5837336186867,"Very Low Density(Rural)",1987,"1970-1989",0.729401561,0,1968.8,3332,8.06394179278609,65.3512576,-7.5888985
"3084","12045960300","2015_2019","12045",1203,2,"Panama City",1,10000,52056.2,5.49336594396602,4.56553178807379,20.3750694326374,19.1546453594903,"Very Low Density(Rural)",1993,"After 89",0.729401561,1,1793.8,4024,6.08252170337098,65.3512576,-7.5888985
"3085","12053040101","2010_2014","12053",0,0,"Tampa",1,6700,42768.4,3.49316215888187,8.36801491713852,102.981893849913,15.5921729963444,"Very Low Density(Rural)",1985,"1970-1989",0.197976879,0,505.6,2358,2.92324568910106,38.6560694,18.8583815
"3086","12053040101","2015_2019","12053",22,0,"Tampa",1,6700,45292.8,2.06913803080123,7.93875681513401,110.762351948656,14.9077445816011,"Very Low Density(Rural)",1986,"1970-1989",0.197976879,1,604.8,2472,3.33620294136835,38.6560694,18.8583815
"3087","12053040102","2010_2014","12053",2,0,"Tampa",1,6700,44423,0,2.85905143990396,179.588933942314,15.0103943087102,"Very Low Density(Rural)",1982,"1970-1989",0.159924147,0,451.2,1040,5.91962314067609,48.8621997,32.869785
"3088","12053040102","2015_2019","12053",62,2,"Tampa",1,6700,45718.8,6.06146407695928,4.75776269062622,165.295153943833,14.0101078869877,"Very Low Density(Rural)",1981,"1970-1989",0.159924147,1,481.4,1048,6.26790537865539,48.8621997,32.869785
"3089","12053040201","2010_2014","12053",3,0,"Tampa",1,6700,44682.2,4.01434305055534,2.87571139703367,81.7348396766103,17.1109298631949,"Very Low Density(Rural)",1985,"1970-1989",0.137836354,0,137.6,1380,1.35684418891998,13.2894015,-0.494233899999999
"3090","12053040201","2015_2019","12053",4,0,"Tampa",1,6700,46336,1.13159093031481,9.5079326327361,87.4993098820438,17.5275074497034,"Very Low Density(Rural)",1984,"1970-1989",0.137836354,1,66.8,1332,0.680079952251089,13.2894015,-0.494233899999999
"3091","12053040202","2010_2014","12053",10,0,"Tampa",1,6700,38578.8,15.0092307502547,4.57893323002668,195.430753176107,20.9434472680658,"Very Low Density(Rural)",1987,"1970-1989",0.153450609,0,176.2,2840,0.842472024655402,9.4181326,-5.9269283
"3092","12053040202","2015_2019","12053",10,0,"Tampa",1,6700,47542.2,8.78293857396131,4.55587886701374,179.128221842043,21.3640074860573,"Very Low Density(Rural)",1986,"1970-1989",0.153450609,1,165.8,2860,0.786891246263896,9.4181326,-5.9269283
"3093","12053040302","2010_2014","12053",16,0,"Tampa",1,6700,49961.6,3.63169944223719,5.46185315420793,115.468492225354,15.9553935608683,"Very Low Density(Rural)",1991,"After 89",0.146598639,0,207.8,1840,1.53743262250869,5.5102041,-9.1496598
"3094","12053040302","2015_2019","12053",3,0,"Tampa",1,6700,51962.2,3.95694223896747,5.40532109701741,117.61004832926,14.7009763152008,"Very Low Density(Rural)",1992,"After 89",0.146598639,1,224,1798,1.69649254391454,5.5102041,-9.1496598
"3095","12053040303","2010_2014","12053",2,0,"Tampa",1,6700,51568.2,0.414348264131769,8.51244166155741,120.463673953372,6.15574876516263,"Very Low Density(Rural)",1983,"1970-1989",0.089546503,0,87.2,1193,0.993375570352591,8.0707148,-0.883935499999999
"3096","12053040303","2015_2019","12053",0,0,"Tampa",1,6700,46333.4,0.209505268367145,11.1790954076133,140.507000388117,16.0608728584546,"Very Low Density(Rural)",1988,"1970-1989",0.089546503,1,131.2,1369,1.30394612744623,8.0707148,-0.883935499999999
"3097","12053040400","2010_2014","12053",5,0,"Tampa",1,6700,29927.6,30.3273266887614,2.47912050343221,1254.39253166696,25.3532373260897,"Low Density(Suburban)",1978,"1970-1989",0.077579519,0,53.8,1646,0.441589460153774,11.0162917,3.2583398
"3098","12053040400","2015_2019","12053",14,0,"Tampa",1,6700,31902.6,15.2052166063441,2.16991190873195,978.499128968933,28.7331499214589,"Very Low Density(Rural)",1976,"1970-1989",0.077579519,1,46.4,1824,0.342632464130816,11.0162917,3.2583398
"3099","12053040501","2010_2014","12053",7,0,"Tampa",1,6700,26574,25.4721989254751,7.78834430380171,791.643616161736,48.2684400490403,"Very Low Density(Rural)",1982,"1970-1989",0.087719298,0,44.2,1814,0.327986244030491,4.1353382,-4.6365916
"3100","12053040501","2015_2019","12053",2,0,"Tampa",1,6700,26436.8,24.1754133750068,7.07586230368487,916.536060681191,56.8631666667451,"Very Low Density(Rural)",1982,"1970-1989",0.087719298,1,37.4,2297,0.217596442964564,4.1353382,-4.6365916
"3101","12053040502","2010_2014","12053",2,0,"Tampa",1,6700,38088.6,11.3942881243551,7.30194802134754,865.631536530984,40.1918549518301,"Very Low Density(Rural)",1973,"1970-1989",0.06185567,0,18.6,1386,0.178511888431419,2.7895695,-3.3959975
"3102","12053040502","2015_2019","12053",0,0,"Tampa",1,6700,34840.6,3.68757131464537,6.50759388752537,874.631986757911,36.4986125766733,"Very Low Density(Rural)",1969,"1950-1969",0.06185567,1,32.2,1495,0.289374350079941,2.7895695,-3.3959975
"3103","12053040601","2010_2014","12053",3,0,"Tampa",1,6700,38142.6,5.94364360490477,14.1810779792668,73.9203070506337,19.3926463676877,"Very Low Density(Rural)",1979,"1970-1989",0.10978836,0,22.6,1205,0.251367468419263,8.0687831,-2.9100529
"3104","12053040601","2015_2019","12053",10,0,"Tampa",1,6700,40863,13.268636808001,2.70764249629367,73.8666595412832,20.1874154039069,"Very Low Density(Rural)",1981,"1970-1989",0.10978836,1,47.4,1224,0.524071031996985,8.0687831,-2.9100529
"3105","12053040602","2010_2014","12053",4,0,"Tampa",1,6700,37942.6,1.15551169544262,1.77487162040022,69.8762956110972,17.559315073096,"Very Low Density(Rural)",1984,"1970-1989",0.152227117,0,27,1400,0.258612063244329,6.4610866,-8.7616251
"3106","12053040602","2015_2019","12053",9,0,"Tampa",1,6700,47982.4,3.77878074722455,0.152353876624216,76.192069988243,13.6127448084172,"Very Low Density(Rural)",1989,"1970-1989",0.152227117,1,43.4,1335,0.439186996081605,6.4610866,-8.7616251
"3107","12053040701","2010_2014","12053",1,0,"Tampa",1,6700,50098.8,3.42424751174612,5.51912948622582,203.034049728423,20.0576935198265,"Very Low Density(Rural)",2003,"After 89",0.216098485,0,83.4,2487,0.453184047892508,2.3106061,-19.2992424
"3108","12053040701","2015_2019","12053",1,0,"Tampa",1,6700,50532,2.75573528944781,8.53485655157771,229.334184233613,11.5115467778185,"Very Low Density(Rural)",2003,"After 89",0.216098485,1,87.8,2517,0.471597310955385,2.3106061,-19.2992424
"3109","12053040702","2010_2014","12053",0,0,"Tampa",1,6700,47640,1.74699115582149,11.9964078113363,473.170265125348,7.79861886599933,"Very Low Density(Rural)",1999,"After 89",0.18753344,0,202,2154,1.27585192681336,7.517389,-11.235955
"3110","12053040702","2015_2019","12053",0,0,"Tampa",1,6700,47484.4,1.15037124473379,14.2538262733906,446.207754145584,14.125272556497,"Very Low Density(Rural)",2000,"After 89",0.18753344,1,119.4,2258,0.717338907061158,7.517389,-11.235955
"3111","12053040802","2010_2014","12053",7,0,"Tampa",1,6700,33416,2.83963597173983,4.81167668346462,1864.58806833339,8.85655992732342,"Low Density(Suburban)",1986,"1970-1989",0.339296363,0,88.8,2885,0.41557033489723,3.0113298,-30.9183065
"3112","12053040802","2015_2019","12053",2,0,"Tampa",1,6700,38868.2,0.811208508770834,12.5341597850026,1769.51887064247,11.7550028201605,"Low Density(Suburban)",1987,"1970-1989",0.339296363,1,153.6,2899,0.718774557354174,3.0113298,-30.9183065
"3113","12053040901","2010_2014","12053",2,0,"Tampa",1,6700,35874.6,3.24379809568001,12.7209966606504,2073.39807222319,14.1196788424716,"Low Density(Suburban)",1993,"After 89",0.111413043,0,75.4,2762,0.368037919892463,0.5046584,-10.6366459
"3114","12053040901","2015_2019","12053",0,0,"Tampa",1,6700,39522.6,5.5705026426889,18.3064989305869,2128.24225783167,32.5849902287604,"Low Density(Suburban)",1993,"After 89",0.111413043,1,54.6,2778,0.263647011629633,0.5046584,-10.6366459
"3115","12053040905","2010_2014","12053",1,0,"Tampa",1,6700,48061.2,1.6689305448573,7.2670973486241,1591.03201261543,7.52225703140258,"Low Density(Suburban)",1998,"After 89",0.149832164,0,230,3068,1.0189708446367,0.2441257,-14.7390907
"3116","12053040905","2015_2019","12053",2,0,"Tampa",1,6700,54583,3.75884192075306,10.7146417112114,1610.58131780219,10.7433859727644,"Low Density(Suburban)",2000,"After 89",0.149832164,1,94.8,2998,0.427057094095396,0.2441257,-14.7390907
"3117","12053040906","2010_2014","12053",3,0,"Tampa",1,6700,57404.6,2.23280256791249,14.5317186508175,1329.76950044681,20.823716245856,"Low Density(Suburban)",1995,"After 89",0.145048815,0,94.8,2429,0.528207495136138,1.4225941,-13.0822874
"3118","12053040906","2015_2019","12053",0,0,"Tampa",1,6700,51528.2,4.57422215388041,16.9646005338957,1528.88667047762,17.6796946625633,"Low Density(Suburban)",2001,"After 89",0.145048815,1,79,2771,0.384567911075118,1.4225941,-13.0822874
"3119","12053040907","2010_2014","12053",1,0,"Tampa",1,6700,46776.4,6.26381181169173,23.0359887314817,1945.10810280423,7.90652282991029,"Low Density(Suburban)",1994,"After 89",0.130215827,0,38.2,1192,0.43287294034913,0.3597122,-12.6618705
"3120","12053040907","2015_2019","12053",2,0,"Tampa",1,6700,51035.6,5.75083231737278,16.9241469567059,2013.51494502205,20.5130495325263,"Low Density(Suburban)",1988,"1970-1989",0.130215827,1,50.4,1193,0.572151167207817,0.3597122,-12.6618705
"3121","12053040908","2010_2014","12053",1,0,"Tampa",1,6700,51821,4.29413798444969,19.8360225937259,2018.96817810821,26.419469761711,"Low Density(Suburban)",2002,"After 89",0.129340554,0,145,2842,0.691963720653333,0.6690029,-12.2650525
"3122","12053040908","2015_2019","12053",0,0,"Tampa",1,6700,54346,4.99014320996501,15.1091461693135,2262.04004882711,25.7448271710225,"Low Density(Suburban)",2002,"After 89",0.129340554,1,85.4,3072,0.374871389273662,0.6690029,-12.2650525
"3123","12053040909","2010_2014","12053",3,0,"Tampa",1,6700,62764.2,8.85558981444057,9.66283299803954,1076.31072161467,14.9098168477575,"Low Density(Suburban)",2000,"After 89",0.166467066,0,195,2259,1.17401453883845,0.3193613,-16.3273453
"3124","12053040909","2015_2019","12053",4,0,"Tampa",1,6700,61085.2,3.83208454387765,12.7972178493368,1035.1462278392,18.244402931217,"Low Density(Suburban)",2001,"After 89",0.166467066,1,132.2,2284,0.785646998300896,0.3193613,-16.3273453
"3125","12053040910","2010_2014","12053",3,0,"Tampa",1,6700,44439.8,2.96873611484625,12.5941437621162,355.045220968423,22.4345610602252,"Very Low Density(Rural)",2002,"After 89",0.211223694,0,305,1608,2.58537722275432,9.0413094,-12.08106
"3126","12053040910","2015_2019","12053",0,0,"Tampa",1,6700,43073.8,7.0041408145715,10.0181743202852,378.082285003825,21.5148690318969,"Very Low Density(Rural)",1999,"After 89",0.211223694,1,347.2,1707,2.77274585255018,9.0413094,-12.08106
